UrusanPemerintahan|Organisasi|Program|SubProgram|PendapatanBelanja|Tipe|SubTipe|Uraian|Jumlah
1.20|042|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|042|27|005||||Pengadaan sarana dan Prasarana Kebersihan Masyarakat Kelurahan Bungur - JAKPUS|
1.20|042|27|005|5|2||BELANJA LANGSUNG|136.799.040
1.20|042|27|005|5|2|2|BELANJA BARANG DAN JASA|136.799.040
1.20|042|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|042|27|006||||Pembinaan Masyarakat dan Lembaga Kemasyarakatan Kelurahan Bungur - JAKPUS|
1.20|042|27|006|5|2||BELANJA LANGSUNG|424.462.539
1.20|042|27|006|5|2|2|BELANJA BARANG DAN JASA|424.462.539
1.20|042|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|042|27|007||||Penyediaan Operasional RT, RW dan LMK|
1.20|042|27|007|5|2||BELANJA LANGSUNG|1.857.000.000
1.20|042|27|007|5|2|2|BELANJA BARANG DAN JASA|1.857.000.000
1.20|042|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|042|27|008||||Penyelenggaraan Tugas dan Fungsi Kelurahan Bungur JAKPUS|
1.20|042|27|008|5|2||BELANJA LANGSUNG|456.933.267
1.20|042|27|008|5|2|1|BELANJA PEGAWAI|9.975.000
1.20|042|27|008|5|2|2|BELANJA BARANG DAN JASA|446.958.267
1.20|042|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|042|27|009||||Pelaksanaan Penertiban Kelurahan Bungur - JAKPUS|
1.20|042|27|009|5|2||BELANJA LANGSUNG|71.796.276
1.20|042|27|009|5|2|2|BELANJA BARANG DAN JASA|71.796.276
1.20|042|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|042|27|010||||Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan|
1.20|042|27|010|5|2||BELANJA LANGSUNG|65.475.000
1.20|042|27|010|5|2|2|BELANJA BARANG DAN JASA|65.475.000
1.20|042|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|042|27|011||||Penanggulangan Bencana Kelurahan Bungur|
1.20|042|27|011|5|2||BELANJA LANGSUNG|24.852.375
1.20|042|27|011|5|2|1|BELANJA PEGAWAI|1.500.000
1.20|042|27|011|5|2|2|BELANJA BARANG DAN JASA|23.352.375
1.20|042|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|042|27|012||||Dukungan Operasional Pekerja Lepas dengan Perjanjian Kerja di Kelurahan|
1.20|042|27|012|5|2||BELANJA LANGSUNG|2.602.104.911
1.20|042|27|012|5|2|1|BELANJA PEGAWAI|1.404.000.000
1.20|042|27|012|5|2|2|BELANJA BARANG DAN JASA|920.252.520
1.20|042|27|012|5|2|3|BELANJA MODAL|277.852.391
1.20|042|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|042|27|013||||Bimtek dan Pendataan Dasawisma|
1.20|042|27|013|5|2||BELANJA LANGSUNG|199.546.000
1.20|042|27|013|5|2|2|BELANJA BARANG DAN JASA|199.546.000
1.20|042|63|||||Program Pengelolaan Kendaraan Dinas|
1.20|042|63|001||||Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor|
1.20|042|63|001|5|2||BELANJA LANGSUNG|34.910.000
1.20|042|63|001|5|2|2|BELANJA BARANG DAN JASA|34.910.000
1.20|043|00|000|5|||BELANJA DAERAH|
1.20|043|00|000|5|2||BELANJA LANGSUNG|4.435.026.840
1.20|043|26|||||Program Peningkatan Kapasitas Pemerintahan Kecamatan|
1.20|043|26|001||||Pengadaan sarana dan Prasarana Kecamatan Cempaka Putih|
1.20|043|26|001|5|2||BELANJA LANGSUNG|109.988.778
1.20|043|26|001|5|2|2|BELANJA BARANG DAN JASA|18.697.578
1.20|043|26|001|5|2|3|BELANJA MODAL|91.291.200
1.20|043|26|||||Program Peningkatan Kapasitas Pemerintahan Kecamatan|
1.20|043|26|002||||Penanganan Ketertiban Masyarakat Kecamatan Cempaka Putih|
1.20|043|26|002|5|2||BELANJA LANGSUNG|49.993.450
1.20|043|26|002|5|2|2|BELANJA BARANG DAN JASA|49.993.450
1.20|043|26|||||Program Peningkatan Kapasitas Pemerintahan Kecamatan|
1.20|043|26|003||||Penanganan Saluran Kecamatan Cempaka Putih|
1.20|043|26|003|5|2||BELANJA LANGSUNG|924.486.244
1.20|043|26|003|5|2|2|BELANJA BARANG DAN JASA|924.486.244
1.20|043|26|||||Program Peningkatan Kapasitas Pemerintahan Kecamatan|
1.20|043|26|004||||Penanganan Jalan Kecamatan Cempaka Putih|
1.20|043|26|004|5|2||BELANJA LANGSUNG|966.831.779
1.20|043|26|004|5|2|2|BELANJA BARANG DAN JASA|966.831.779
1.20|043|26|||||Program Peningkatan Kapasitas Pemerintahan Kecamatan|
1.20|043|26|005||||Penanganan Pertamanan Kecamatan Cempaka Putih|
1.20|043|26|005|5|2||BELANJA LANGSUNG|336.425.186
1.20|043|26|005|5|2|2|BELANJA BARANG DAN JASA|336.425.186
1.20|043|26|||||Program Peningkatan Kapasitas Pemerintahan Kecamatan|
1.20|043|26|006||||Penanganan Kebersihan Lingkungan Kecamatan Cempaka Putih|
1.20|043|26|006|5|2||BELANJA LANGSUNG|221.599.817
1.20|043|26|006|5|2|2|BELANJA BARANG DAN JASA|221.599.817
1.20|043|26|||||Program Peningkatan Kapasitas Pemerintahan Kecamatan|
1.20|043|26|007||||Penyelenggaraan Tugas dan Fungsi Kecamatan|
1.20|043|26|007|5|2||BELANJA LANGSUNG|439.010.190
1.20|043|26|007|5|2|1|BELANJA PEGAWAI|123.000.000
1.20|043|26|007|5|2|2|BELANJA BARANG DAN JASA|303.910.190
1.20|043|26|007|5|2|3|BELANJA MODAL|12.100.000
1.20|043|26|||||Program Peningkatan Kapasitas Pemerintahan Kecamatan|
1.20|043|26|008||||Penyelenggaraan Koordinasi Pelaksanaan Tugas dan Fungsi Kecamatan Cempaka Putih|
1.20|043|26|008|5|2||BELANJA LANGSUNG|19.995.000
1.20|043|26|008|5|2|2|BELANJA BARANG DAN JASA|19.995.000
1.20|043|26|||||Program Peningkatan Kapasitas Pemerintahan Kecamatan|
1.20|043|26|009||||Penatausahaan Kecamatan Cempaka Putih|
1.20|043|26|009|5|2||BELANJA LANGSUNG|375.460.077
1.20|043|26|009|5|2|2|BELANJA BARANG DAN JASA|334.760.077
1.20|043|26|009|5|2|3|BELANJA MODAL|40.700.000
1.20|043|26|||||Program Peningkatan Kapasitas Pemerintahan Kecamatan|
1.20|043|26|010||||Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan|
1.20|043|26|010|5|2||BELANJA LANGSUNG|67.675.000
1.20|043|26|010|5|2|2|BELANJA BARANG DAN JASA|67.675.000
1.20|043|26|||||Program Peningkatan Kapasitas Pemerintahan Kecamatan|
1.20|043|26|011||||Penanggulangan Bencana Kecamatan Cempaka Putih|
1.20|043|26|011|5|2||BELANJA LANGSUNG|49.679.648
1.20|043|26|011|5|2|2|BELANJA BARANG DAN JASA|49.679.648
1.20|043|61|||||Program Peningkatan dan Pengelolaan Kantor|
1.20|043|61|001||||Penyelenggaran Operasional Kecamatan Cempaka Putih|
1.20|043|61|001|5|2||BELANJA LANGSUNG|514.994.071
1.20|043|61|001|5|2|1|BELANJA PEGAWAI|280.800.000
1.20|043|61|001|5|2|2|BELANJA BARANG DAN JASA|166.385.011
1.20|043|61|001|5|2|3|BELANJA MODAL|67.809.060
1.20|043|61|||||Program Peningkatan dan Pengelolaan Kantor|
1.20|043|61|002||||Penyediaan Jasa TALI dan IPAL (12 bulan)|
1.20|043|61|002|5|2||BELANJA LANGSUNG|358.887.600
1.20|043|61|002|5|2|2|BELANJA BARANG DAN JASA|358.887.600
1.20|044|00|000|5|||BELANJA DAERAH|
1.20|044|00|000|5|2||BELANJA LANGSUNG|7.155.571.601
1.20|044|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|044|27|001||||Penyelenggaraan peningkatan Pelayanan Kapasitas Kelurahan Rawasari - JAKPUS|
1.20|044|27|001|5|2||BELANJA LANGSUNG|224.970.411
1.20|044|27|001|5|2|2|BELANJA BARANG DAN JASA|224.970.411
1.20|044|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|044|27|002||||Pelaksanaan Kerja Bakti|
1.20|044|27|002|5|2||BELANJA LANGSUNG|147.589.894
1.20|044|27|002|5|2|2|BELANJA BARANG DAN JASA|147.589.894
1.20|044|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|044|27|003||||Pengadaan sarana dan Prasarana Kelurahan Rawasari JAKPUS|
1.20|044|27|003|5|2||BELANJA LANGSUNG|164.996.926
1.20|044|27|003|5|2|2|BELANJA BARANG DAN JASA|48.836.926
1.20|044|27|003|5|2|3|BELANJA MODAL|116.160.000
1.20|044|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|044|27|004||||Pengadaan sarana dan Prasarana Kesehatan Masyarakat Kelurahan Rawasari - JAKPUS|
1.20|044|27|004|5|2||BELANJA LANGSUNG|81.257.000
1.20|044|27|004|5|2|2|BELANJA BARANG DAN JASA|47.377.000
1.20|044|27|004|5|2|3|BELANJA MODAL|33.880.000
1.20|044|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|044|27|005||||Pengadaan sarana dan Prasarana Ketertiban Masyarakat Kelurahan Rawasari - JAKPUS|
1.20|044|27|005|5|2||BELANJA LANGSUNG|40.377.546
1.20|044|27|005|5|2|2|BELANJA BARANG DAN JASA|40.377.546
1.20|044|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|044|27|006||||Pengadaan sarana dan Prasarana Kebersihan Masyarakat Kelurahan Rawasari - JAKPUS|
1.20|044|27|006|5|2||BELANJA LANGSUNG|177.285.900
1.20|044|27|006|5|2|2|BELANJA BARANG DAN JASA|177.285.900
1.20|044|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|044|27|007||||Pembinaan Masyarakat dan Lembaga Kemasyarakatan Kelurahan Rawasari - JAKPUS|
1.20|044|27|007|5|2||BELANJA LANGSUNG|580.064.380
1.20|044|27|007|5|2|1|BELANJA PEGAWAI|43.200.000
1.20|044|27|007|5|2|2|BELANJA BARANG DAN JASA|536.864.380
1.20|044|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|044|27|008||||Penyediaan Operasional RT, RW dan LMK|
1.20|044|27|008|5|2||BELANJA LANGSUNG|1.567.200.000
1.20|044|27|008|5|2|2|BELANJA BARANG DAN JASA|1.567.200.000
1.20|044|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|044|27|009||||Penyelenggaraan Tugas dan Fungsi Kelurahan Rawasari|
1.20|044|27|009|5|2||BELANJA LANGSUNG|538.871.195
1.20|044|27|009|5|2|1|BELANJA PEGAWAI|133.582.000
1.20|044|27|009|5|2|2|BELANJA BARANG DAN JASA|345.081.520
1.20|044|27|009|5|2|3|BELANJA MODAL|60.207.675
1.20|044|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|044|27|010||||Pelaksanaan Penertiban Kelurahan Rawasari|
1.20|044|27|010|5|2||BELANJA LANGSUNG|123.963.270
1.20|044|27|010|5|2|1|BELANJA PEGAWAI|24.000.000
1.20|044|27|010|5|2|2|BELANJA BARANG DAN JASA|99.963.270
1.20|044|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|044|27|011||||Penyelenggaraan Koordinasi Pelaksanaan Tugas dan Fungsi Kelurahan Rawasari - JAKPUS|
1.20|044|27|011|5|2||BELANJA LANGSUNG|59.977.200
1.20|044|27|011|5|2|2|BELANJA BARANG DAN JASA|59.977.200
1.20|044|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|044|27|012||||Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan|
1.20|044|27|012|5|2||BELANJA LANGSUNG|104.789.000
1.20|044|27|012|5|2|2|BELANJA BARANG DAN JASA|104.789.000
1.20|044|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|044|27|013||||Penanggulangan Bencana Kelurahan Rawasari - JAKPUS|
1.20|044|27|013|5|2||BELANJA LANGSUNG|24.995.000
1.20|044|27|013|5|2|2|BELANJA BARANG DAN JASA|24.995.000
1.20|044|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|044|27|014||||Dukungan Pelaksanaan Penanganan Segera di Kelurahan|
1.20|044|27|014|5|2||BELANJA LANGSUNG|2.132.190.312
1.20|044|27|014|5|2|1|BELANJA PEGAWAI|1.404.000.000
1.20|044|27|014|5|2|2|BELANJA BARANG DAN JASA|498.840.312
1.20|044|27|014|5|2|3|BELANJA MODAL|229.350.000
1.20|044|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|044|27|015||||Bimtek dan Pendataan Dasawisma|
1.20|044|27|015|5|2||BELANJA LANGSUNG|199.976.000
1.20|044|27|015|5|2|2|BELANJA BARANG DAN JASA|199.976.000
1.20|044|61|||||Program Peningkatan dan Pengelolaan Kantor|
1.20|044|61|001||||Penyelenggaran Operasional Kelurahan Rawasari - JAKPUS|
1.20|044|61|001|5|2||BELANJA LANGSUNG|465.095.278
1.20|044|61|001|5|2|1|BELANJA PEGAWAI|257.850.000
1.20|044|61|001|5|2|2|BELANJA BARANG DAN JASA|150.666.778
1.20|044|61|001|5|2|3|BELANJA MODAL|56.578.500
1.20|044|61|||||Program Peningkatan dan Pengelolaan Kantor|
1.20|044|61|002||||Penyediaan Jasa TALI dan IPAL (12 bulan)|
1.20|044|61|002|5|2||BELANJA LANGSUNG|196.994.600
1.20|044|61|002|5|2|2|BELANJA BARANG DAN JASA|196.994.600
1.20|044|61|||||Program Peningkatan dan Pengelolaan Kantor|
1.20|044|61|003||||Penatausahaan Kelurahan Rawasari - JAKPUS|
1.20|044|61|003|5|2||BELANJA LANGSUNG|242.999.561
1.20|044|61|003|5|2|2|BELANJA BARANG DAN JASA|242.999.561
1.20|044|63|||||Program Pengelolaan Kendaraan Dinas|
1.20|044|63|001||||Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor|
1.20|044|63|001|5|2||BELANJA LANGSUNG|81.978.128
1.20|044|63|001|5|2|2|BELANJA BARANG DAN JASA|81.978.128
1.20|045|00|000|5|||BELANJA DAERAH|
1.20|045|00|000|5|2||BELANJA LANGSUNG|7.802.682.081
1.20|045|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|045|27|001||||Penyelenggaraan peningkatan Pelayanan Kapasitas Kelurahan Cempaka Putih Timur - JAKPUS|
1.20|045|27|001|5|2||BELANJA LANGSUNG|99.953.125
1.20|045|27|001|5|2|2|BELANJA BARANG DAN JASA|91.483.125
1.20|045|27|001|5|2|3|BELANJA MODAL|8.470.000
1.20|045|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|045|27|002||||Pelaksanaan Kerja Bakti|
1.20|045|27|002|5|2||BELANJA LANGSUNG|138.274.665
1.20|045|27|002|5|2|2|BELANJA BARANG DAN JASA|132.016.665
1.20|045|27|002|5|2|3|BELANJA MODAL|6.258.000
1.20|045|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|045|27|003||||Pengadaan sarana dan Prasarana Kelurahan Cempaka Putih Timur - JAKPUS|
1.20|045|27|003|5|2||BELANJA LANGSUNG|69.999.900
1.20|045|27|003|5|2|2|BELANJA BARANG DAN JASA|4.524.600
1.20|045|27|003|5|2|3|BELANJA MODAL|65.475.300
1.20|045|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|045|27|004||||Pengadaan sarana dan Prasarana Kesehatan Masyarakat Kelurahan Cempaka Putih Timur - JAKPUS|
1.20|045|27|004|5|2||BELANJA LANGSUNG|77.991.900
1.20|045|27|004|5|2|2|BELANJA BARANG DAN JASA|71.391.900
1.20|045|27|004|5|2|3|BELANJA MODAL|6.600.000
1.20|045|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|045|27|005||||Pengadaan sarana dan Prasarana Kebersihan Masyarakat Kelurahan Cempaka Putih Timur - JAKPUS|
1.20|045|27|005|5|2||BELANJA LANGSUNG|283.999.934
1.20|045|27|005|5|2|2|BELANJA BARANG DAN JASA|280.127.934
1.20|045|27|005|5|2|3|BELANJA MODAL|3.872.000
1.20|045|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|045|27|006||||Pembinaan Masyarakat dan Lembaga Kemasyarakatan Kelurahan Cempaka Putih Timur - JAKPUS|
1.20|045|27|006|5|2||BELANJA LANGSUNG|530.156.150
1.20|045|27|006|5|2|1|BELANJA PEGAWAI|88.760.000
1.20|045|27|006|5|2|2|BELANJA BARANG DAN JASA|441.396.150
1.20|045|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|045|27|007||||Penyediaan Operasional RT, RW dan LMK|
1.20|045|27|007|5|2||BELANJA LANGSUNG|1.511.400.000
1.20|045|27|007|5|2|2|BELANJA BARANG DAN JASA|1.511.400.000
1.20|045|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|045|27|008||||Penyelenggaraan Tugas dan Fungsi Kelurahan|
1.20|045|27|008|5|2||BELANJA LANGSUNG|406.021.590
1.20|045|27|008|5|2|1|BELANJA PEGAWAI|20.900.000
1.20|045|27|008|5|2|2|BELANJA BARANG DAN JASA|350.329.100
1.20|045|27|008|5|2|3|BELANJA MODAL|34.792.490
1.20|045|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|045|27|009||||Pelaksanaan Penertiban Kelurahan|
1.20|045|27|009|5|2||BELANJA LANGSUNG|140.000.000
1.20|045|27|009|5|2|2|BELANJA BARANG DAN JASA|140.000.000
1.20|045|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|045|27|010||||Penyelenggaraan Koordinasi Pelaksanaan Tugas dan Fungsi Kelurahan Cempaka Putih Timur - JAKPUS|
1.20|045|27|010|5|2||BELANJA LANGSUNG|55.999.800
1.20|045|27|010|5|2|2|BELANJA BARANG DAN JASA|55.999.800
1.20|045|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|045|27|011||||Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan|
1.20|045|27|011|5|2||BELANJA LANGSUNG|30.000.000
1.20|045|27|011|5|2|2|BELANJA BARANG DAN JASA|30.000.000
1.20|045|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|045|27|012||||Penanggulangan Bencana Kelurahan Cempaka Putih Timur JAKPUS|
1.20|045|27|012|5|2||BELANJA LANGSUNG|49.993.500
1.20|045|27|012|5|2|1|BELANJA PEGAWAI|17.000.000
1.20|045|27|012|5|2|2|BELANJA BARANG DAN JASA|32.993.500
1.20|045|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|045|27|013||||Dukungan Pelaksanaan Penanganan Segera di Kelurahan|
1.20|045|27|013|5|2||BELANJA LANGSUNG|2.926.198.358
1.20|045|27|013|5|2|1|BELANJA PEGAWAI|1.777.308.000
1.20|045|27|013|5|2|2|BELANJA BARANG DAN JASA|844.055.002
1.20|045|27|013|5|2|3|BELANJA MODAL|304.835.356
1.20|045|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|045|27|014||||Bimtek dan Pendataan Dasawisma|
1.20|045|27|014|5|2||BELANJA LANGSUNG|199.990.061
1.20|045|27|014|5|2|2|BELANJA BARANG DAN JASA|192.631.061
1.20|045|27|014|5|2|3|BELANJA MODAL|7.359.000
1.20|045|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|045|27|015||||Pemberian Makanan Tambahan (PMT)|
1.20|045|27|015|5|2||BELANJA LANGSUNG|54.985.600
1.20|045|27|015|5|2|2|BELANJA BARANG DAN JASA|54.985.600
1.20|045|61|||||Program Peningkatan dan Pengelolaan Kantor|
1.20|045|61|001||||Penyelenggaran Operasional Kelurahan Cempaka Putih Timur - JAKPUS|
1.20|045|61|001|5|2||BELANJA LANGSUNG|372.348.832
1.20|045|61|001|5|2|1|BELANJA PEGAWAI|56.880.000
1.20|045|61|001|5|2|2|BELANJA BARANG DAN JASA|315.468.832
1.20|045|61|||||Program Peningkatan dan Pengelolaan Kantor|
1.20|045|61|002||||Penyediaan Jasa TALI dan IPAL (12 bulan)|
1.20|045|61|002|5|2||BELANJA LANGSUNG|386.796.000
1.20|045|61|002|5|2|2|BELANJA BARANG DAN JASA|386.796.000
1.20|045|61|||||Program Peningkatan dan Pengelolaan Kantor|
1.20|045|61|003||||Penatausahaan Kelurahan Cempaka Putih Timur - JAKPUS|
1.20|045|61|003|5|2||BELANJA LANGSUNG|443.573.410
1.20|045|61|003|5|2|1|BELANJA PEGAWAI|122.640.000
1.20|045|61|003|5|2|2|BELANJA BARANG DAN JASA|249.790.850
1.20|045|61|003|5|2|3|BELANJA MODAL|71.142.560
1.20|045|63|||||Program Pengelolaan Kendaraan Dinas|
1.20|045|63|001||||Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor|
1.20|045|63|001|5|2||BELANJA LANGSUNG|24.999.256
1.20|045|63|001|5|2|2|BELANJA BARANG DAN JASA|24.999.256
1.20|046|00|000|5|||BELANJA DAERAH|
1.20|046|00|000|5|2||BELANJA LANGSUNG|8.427.347.352
1.20|046|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|046|27|001||||Penyelenggaraan peningkatan Pelayanan Kapasitas Kelurahan Cempaka Putih Barat|
1.20|046|27|001|5|2||BELANJA LANGSUNG|99.997.700
1.20|046|27|001|5|2|2|BELANJA BARANG DAN JASA|75.394.000
1.20|046|27|001|5|2|3|BELANJA MODAL|24.603.700
1.20|046|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|046|27|002||||Pelaksanaan Kerja Bakti|
1.20|046|27|002|5|2||BELANJA LANGSUNG|74.917.688
1.20|046|27|002|5|2|2|BELANJA BARANG DAN JASA|74.917.688
1.20|046|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|046|27|003||||Pengadaan sarana dan Prasarana Kelurahan Cempaka Putih Barat|
1.20|046|27|003|5|2||BELANJA LANGSUNG|64.926.975
1.20|046|27|003|5|2|2|BELANJA BARANG DAN JASA|48.426.975
1.20|046|27|003|5|2|3|BELANJA MODAL|16.500.000
1.20|046|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|046|27|004||||Pengadaan sarana dan Prasarana Kesehatan Masyarakat Kelurahan Cempaka Putih Barat|
1.20|046|27|004|5|2||BELANJA LANGSUNG|387.460.000
1.20|046|27|004|5|2|2|BELANJA BARANG DAN JASA|127.380.000
1.20|046|27|004|5|2|3|BELANJA MODAL|260.080.000
1.20|046|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|046|27|005||||Pengadaan sarana dan Prasarana Kebersihan Masyarakat Kelurahan Cempaka Putih Barat|
1.20|046|27|005|5|2||BELANJA LANGSUNG|95.991.497
1.20|046|27|005|5|2|2|BELANJA BARANG DAN JASA|50.946.497
1.20|046|27|005|5|2|3|BELANJA MODAL|45.045.000
1.20|046|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|046|27|006||||Pembinaan Masyarakat dan Lembaga Kemasyarakatan Kelurahan Cempaka Putih Barat|
1.20|046|27|006|5|2||BELANJA LANGSUNG|565.395.950
1.20|046|27|006|5|2|1|BELANJA PEGAWAI|153.600.000
1.20|046|27|006|5|2|2|BELANJA BARANG DAN JASA|399.196.220
1.20|046|27|006|5|2|3|BELANJA MODAL|12.599.730
1.20|046|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|046|27|007||||Penyediaan Operasional RT, RW dan LMK|
1.20|046|27|007|5|2||BELANJA LANGSUNG|2.212.283.000
1.20|046|27|007|5|2|2|BELANJA BARANG DAN JASA|2.212.283.000
1.20|046|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|046|27|008||||Penyelenggaraan Tugas dan Fungsi Kelurahan Cempaka Putih Barat|
1.20|046|27|008|5|2||BELANJA LANGSUNG|1.033.010.116
1.20|046|27|008|5|2|1|BELANJA PEGAWAI|234.600.000
1.20|046|27|008|5|2|2|BELANJA BARANG DAN JASA|470.358.583
1.20|046|27|008|5|2|3|BELANJA MODAL|328.051.533
1.20|046|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|046|27|009||||Pelaksanaan Penertiban Kelurahan Cempaka Putih Barat|
1.20|046|27|009|5|2||BELANJA LANGSUNG|104.995.108
1.20|046|27|009|5|2|1|BELANJA PEGAWAI|14.400.000
1.20|046|27|009|5|2|2|BELANJA BARANG DAN JASA|88.175.108
1.20|046|27|009|5|2|3|BELANJA MODAL|2.420.000
1.20|046|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|046|27|010||||Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan|
1.20|046|27|010|5|2||BELANJA LANGSUNG|144.999.625
1.20|046|27|010|5|2|2|BELANJA BARANG DAN JASA|144.999.625
1.20|046|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|046|27|011||||Penanggulangan Bencana Kelurahan Cempaka Putih Barat|
1.20|046|27|011|5|2||BELANJA LANGSUNG|24.992.500
1.20|046|27|011|5|2|2|BELANJA BARANG DAN JASA|24.992.500
1.20|046|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|046|27|012||||Dukungan Pelaksanaan Penanganan Segera di Kelurahan|
1.20|046|27|012|5|2||BELANJA LANGSUNG|2.370.399.672
1.20|046|27|012|5|2|1|BELANJA PEGAWAI|1.614.600.000
1.20|046|27|012|5|2|2|BELANJA BARANG DAN JASA|574.420.672
1.20|046|27|012|5|2|3|BELANJA MODAL|181.379.000
1.20|046|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|046|27|013||||Bimtek dan Pendataan Dasawisma|
1.20|046|27|013|5|2||BELANJA LANGSUNG|199.616.000
1.20|046|27|013|5|2|2|BELANJA BARANG DAN JASA|199.616.000
1.20|046|61|||||Program Peningkatan dan Pengelolaan Kantor|
1.20|046|61|001||||Penyelenggaran Operasional Kelurahan Cempaka Putih Barat|
1.20|046|61|001|5|2||BELANJA LANGSUNG|438.397.475
1.20|046|61|001|5|2|1|BELANJA PEGAWAI|292.740.000
1.20|046|61|001|5|2|2|BELANJA BARANG DAN JASA|111.140.475
1.20|046|61|001|5|2|3|BELANJA MODAL|34.517.000
1.20|046|61|||||Program Peningkatan dan Pengelolaan Kantor|
1.20|046|61|002||||Penyediaan Jasa TALI dan IPAL (12 bulan)|
1.20|046|61|002|5|2||BELANJA LANGSUNG|245.960.376
1.20|046|61|002|5|2|2|BELANJA BARANG DAN JASA|245.960.376
1.20|046|61|||||Program Peningkatan dan Pengelolaan Kantor|
1.20|046|61|003||||Penatausahaan Kelurahan Cempaka Putih Barat - JAKPUS|
1.20|046|61|003|5|2||BELANJA LANGSUNG|294.048.710
1.20|046|61|003|5|2|1|BELANJA PEGAWAI|194.400.000
1.20|046|61|003|5|2|2|BELANJA BARANG DAN JASA|97.657.910
1.20|046|61|003|5|2|3|BELANJA MODAL|1.990.800
1.20|046|63|||||Program Pengelolaan Kendaraan Dinas|
1.20|046|63|001||||Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor|
1.20|046|63|001|5|2||BELANJA LANGSUNG|69.954.960
